Apartment ID,Location,Price,Size (sqft),Bedrooms,Bathrooms,Rooms,Has Balcony,Has Parking,Floor Level,Sale Date,Condition,Owner Name,Email,Phone,Has Elevator
88c62e94-8c84-40bb-b07b-9ff2f0f9e125,Houston,,3009.0,3.0,4.0,9.0,,False,Second,2023-11-29,Needs Renovation,Leah Jones,katherinemartinez@example.com,001-529-667-3474x04624,False
ce8f385f-252d-4e09-8063-55f7a5556245,New York,,,5.0,1.0,,False,,Second,2021-06-06,Needs Renovation,Janice Charles,annediaz@example.org,595-976-0124x364,
ae2f4667-d891-4dfd-85b4-016744307776,,384999.0,2688.0,,,6.0,,True,Second,2024-07-08,New,Whitney Taylor,davidbrown@example.org,474-789-8269,True
79cac73d-d7c1-474d-88ca-75b81404fe91,Dallas,485282.0,3842.0,,1.0,,False,,First,2021-02-18,Needs Renovation,Shannon Reynolds,dixonkatie@example.com,726.638.2316x482,True
81b0a27c-ec29-4061-940d-af752cddcf8b,Chicago,378689.0,,,1.0,2.0,False,False,Ground,2022-12-27,Needs Renovation,Frederick Curtis,,882.943.2876,
383f4fcb-8068-4695-a8b2-95761a3b437c,San Francisco,566996.0,,,1.0,,False,True,Second,2024-03-02,,Amy Orozco,richard21@example.com,223-533-0460x557,True
585bf898-b244-4798-a742-c53ff5ad0dd8,Boston,,2177.0,2.0,,10.0,True,,Second,2023-08-02,Needs Renovation,Jason Hughes,sarah72@example.com,,True
07c18b04-d841-4ee9-9e86-95a4732e989e,,,,,3.0,4.0,False,,Second,2023-02-15,Renovated,William Turner,charlenebaldwin@example.org,(345)454-8741,False
d90c673c-9b3b-49c8-bc9a-599ecc95c778,Houston,288110.0,,,4.0,,False,True,Ground,2020-01-30,,Ebony Adams,angela01@example.net,220.641.9564x861,True
1ae4aa8a-a5be-4f5e-b231-3c8d73122e98,Austin,,,3.0,,9.0,False,False,Third,2022-03-21,Old,Jesse Munoz,coleolivia@example.com,001-240-335-1499x2066,
e7c7cc6b-f72a-48b8-8665-8a694bdd60bc,Dallas,,,2.0,3.0,7.0,True,,Ground,2022-08-29,New,Rachel Sampson,janet63@example.com,+1-835-395-2349x3681,True
6d6b9dc0-d8b1-4130-a65e-f50260521c2e,Dallas,,1431.0,5.0,,10.0,,,Penthouse,2022-06-08,Needs Renovation,Christine Bell,,266.229.3759x28128,False
3dc12128-9665-40e8-aaea-594352a54378,Miami,865402.0,3251.0,,,4.0,False,True,Penthouse,2024-10-10,Old,Mr. Allen Matthews MD,mroth@example.net,807.939.4745x3778,
b27304e1-cdb6-458d-9375-1b2a9b730c98,Boston,,,,2.0,,True,False,Ground,2020-10-15,,Michael Castillo,hollandkathryn@example.net,001-890-585-1330x04242,
43477398-763e-471a-a8c1-a7e680f3de60,Chicago,740779.0,3122.0,,,,,,Second,2024-08-19,,John Johnson,frederickwillis@example.org,,True
b1b28a32-034d-4c99-96ea-183e82ed7bee,Dallas,536670.0,436.0,,1.0,,True,,,2020-07-28,Renovated,Jon Stone,jonathansparks@example.com,334-210-3395,
c1739e68-269f-4548-9595-0c19c5b6a9c1,Austin,,,,,9.0,True,True,Third,2020-12-11,Old,Kristi Moreno,,+1-209-710-8033x3230,False
c3681f3d-1240-410c-b0ae-2092855087af,San Francisco,642740.0,,,3.0,9.0,False,,,2020-12-05,New,Greg Perez,,9732584736,True
b9efcd8d-b9b1-46b0-9872-c1949b8173ef,Miami,169679.0,,2.0,,,True,,Second,2021-05-07,Renovated,Angela Carter,curtis54@example.org,001-899-853-3609x4138,True
2252d4d0-749a-454c-9899-8b7fce5ce804,Austin,661939.0,2827.0,5.0,,,,True,,2022-12-07,,Richard Barrera,orhodes@example.net,(253)692-4034x0717,
623e447e-7ac1-45c5-b078-b7317b7a9f74,New York,,,2.0,2.0,,,,,2020-02-25,Renovated,Dana Dunlap,jmiller@example.net,(482)770-2883x866,
2245cf44-89ce-4529-8adf-c4f832815f36,Dallas,,2346.0,,3.0,,,True,Second,2023-04-19,Old,Charles Caldwell,danieljordan@example.org,689-314-5701,False
757349de-2e5f-4c9b-bbcb-c19ae757062c,Los Angeles,242870.0,,,,5.0,False,True,Penthouse,2021-02-06,New,Randall Rasmussen,becky36@example.net,(880)431-3673x91846,False
4530df76-3acc-4d21-9054-5cb246d092a3,Austin,568273.0,,,,,,False,Third,2024-07-30,Needs Renovation,Melissa Munoz,pierceanna@example.org,,True
93231b80-7f16-4557-b081-b961f5a6f222,Seattle,,,,3.0,5.0,,True,Third,2022-04-24,,Elizabeth Powers,fmcfarland@example.com,+1-724-397-3951x229,True
3fd3cba0-06c9-4f38-be3c-69d8f4857e79,Los Angeles,,3638.0,4.0,,5.0,True,,Ground,2024-04-14,Old,Gregory Vega,fdawson@example.net,668.447.9833x690,True
a9442e9f-d2ef-4a38-8ef2-5d7652a42944,Houston,,3885.0,,4.0,10.0,False,False,First,2020-08-03,Needs Renovation,Chelsea Butler,abigailtodd@example.org,(760)634-2335,False
92acedf1-bc88-433d-9379-707af41d3a8a,San Francisco,,3853.0,,1.0,,False,True,Penthouse,2020-02-16,Renovated,Jay King,qperez@example.net,+1-926-873-4728x10606,
e3438369-c7e5-42d1-a082-f3d602849429,Boston,640314.0,,3.0,,8.0,,False,,2022-09-27,New,Vincent Cummings,rebeccajones@example.com,+1-737-591-8161x335,False
bc887d4b-bd85-4bbe-9518-db4026337cf4,Chicago,402891.0,2992.0,2.0,4.0,2.0,,False,Third,2021-01-04,Renovated,Brandon Parsons,monica44@example.org,001-372-597-8496x809,True
04f4b1b0-7f7d-4ef1-941e-8cfa866d9f12,Chicago,,2560.0,3.0,4.0,,False,True,Ground,2020-02-27,Old,Kenneth Robinson,rkemp@example.com,9487095457,False
df794fe8-9ec6-4294-b15c-5dc23d2d5a4b,Seattle,,1641.0,,3.0,,,False,,2024-02-01,Old,Pamela Thompson,mcook@example.org,001-886-341-7926x561,False
62a8f1ae-7f47-48ff-ad1b-727e572c8c4b,Boston,450747.0,3215.0,2.0,3.0,,,True,,2024-03-06,New,Rick Stanley,dianemack@example.org,(982)487-2753,True
69ad5c15-f8e0-4cbe-8dae-08b54969c636,San Francisco,,,3.0,4.0,,False,,Third,2023-02-05,Renovated,Ricardo Cole,zmoore@example.net,416.525.5788,False
4f7f351c-a340-47cc-8eec-90f496d8b02b,,,,,,6.0,False,,Third,2022-03-29,Old,Steven Trevino,uball@example.net,+1-927-603-8018x214,False
53b3844e-393c-4f2e-add2-7479309a9e1b,New York,841003.0,,,,7.0,,,,2024-03-09,,David Marsh,ehoffman@example.net,639-675-9962x071,False
e1e4f3ba-eb3d-49a4-a234-e38f8708c1fd,Chicago,,3583.0,3.0,,,True,True,,2021-09-26,Renovated,Jennifer Black,fherrera@example.org,287-210-1046x0635,
d95dea5b-c999-4f99-ad15-385d06407fea,Seattle,370345.0,1313.0,3.0,1.0,,False,True,Second,2024-08-08,New,Brent Baker,josephkirk@example.org,001-505-902-1909x87677,True
e73607dc-2596-401f-82be-1c97b4dd55e1,Houston,714617.0,1402.0,,4.0,,True,False,,2023-12-26,Needs Renovation,Jessica Thompson,rogerwagner@example.net,7323443520,
70e4eb7d-a36a-47ab-a52b-c6cba52858b3,Seattle,,745.0,,,4.0,False,False,First,2024-09-23,New,John Morrison,soneill@example.org,001-535-554-9272x3868,
bc4705be-e347-4486-802b-802b1a969b2b,Dallas,,3236.0,1.0,3.0,5.0,False,,Second,2023-07-07,,Shannon Ortiz,tyler73@example.com,001-229-526-2330x3824,
e9b283b9-7e8b-4e61-aa79-3fd66dfcd79a,Los Angeles,589481.0,2154.0,3.0,,,,False,Ground,2021-06-18,New,Alan Casey,raymond68@example.com,001-882-734-5973x681,True
a09f7ea3-8628-4a4c-971d-4a6555f43ae5,San Francisco,,,,,6.0,False,False,First,2021-09-28,Old,April Henderson,matthewcowan@example.org,,
84ecee90-c184-40c3-b4a9-06735eb2c273,Seattle,612321.0,2423.0,2.0,1.0,,,True,Penthouse,2024-03-19,Old,Michele Lawrence,csanchez@example.net,001-877-301-8099x93121,False
643e45f9-74c8-4e6d-9f3c-24d79154f4e3,Miami,636092.0,,,,,True,,Ground,2020-07-16,Needs Renovation,Lisa Gutierrez,jestrada@example.com,(930)359-6316x4762,
fed3a2e7-6ed2-416c-86d5-833c03473d64,Boston,667135.0,,,,,True,True,Penthouse,2020-06-26,Needs Renovation,David Mendoza,,,True
85364809-d5a8-4f2f-bd93-901b8009c719,Seattle,513701.0,,,,9.0,True,False,Third,2023-11-13,Needs Renovation,Anthony Thompson,,370-843-8555,
39f626d7-3879-4e32-9099-4bbf1651266c,Los Angeles,445057.0,,,,,,,,2023-09-25,New,Alicia Long,pjones@example.com,(613)866-9360,False
a35251b4-7bb5-4abc-b938-c5308e60552c,Los Angeles,424904.0,,5.0,,,False,False,Third,2023-06-22,New,Morgan Davis,tammy07@example.org,763.618.5769x92150,True
a31d4607-0eec-43f5-ad3c-6ddad29dbc9b,,,,,,,True,False,Penthouse,2024-11-17,New,Cynthia Carlson,laura50@example.com,(615)438-5474x2923,False
ce4fd99c-2f3d-4f33-bac5-c47d640b5e75,Los Angeles,,3235.0,4.0,2.0,,True,True,Second,2020-05-16,New,Jonathan Schmidt,bentleyalyssa@example.net,(842)281-9313,True
1a078ad2-1c84-4965-86c8-ab8b1da17c89,Austin,,,2.0,4.0,5.0,False,,Third,2023-01-10,Renovated,Robert Saunders,kayla40@example.org,572.988.4084x35623,False
04b99b0e-f353-4b72-8bb2-8b42eec111c8,Miami,,707.0,1.0,2.0,7.0,False,True,Ground,2022-04-26,Renovated,Brian Parker DDS,,706.497.6351,True
05cae5d1-172e-4cf6-8d4d-6589515f0548,,,3107.0,2.0,4.0,,,False,Second,2023-07-22,Renovated,Matthew Stanley,trussell@example.org,768-290-2428,True
5782d064-ac26-49bd-aaef-be8f89ac8d5d,Chicago,462466.0,654.0,,,10.0,False,False,,2023-11-24,Needs Renovation,Kristen Cruz,david64@example.org,(967)326-5229x3982,
d1dcbef8-3850-4088-a9d7-06d01227189c,Boston,,2232.0,4.0,3.0,,False,False,Ground,2021-05-20,Needs Renovation,Rebecca Russell,thomas13@example.com,342-624-8491,True
61c56e01-b897-4af2-b39f-e77ef1464873,Chicago,910451.0,,1.0,,2.0,,True,Ground,2020-01-18,Old,Tracy Hill,,9574395505,
a90e17b2-03f7-45d7-8d4c-91809523e1d3,Austin,180659.0,,,2.0,4.0,True,,,2023-09-15,Renovated,Paula Harris,xbowman@example.org,001-328-233-5354,True
60336462-0b52-4e00-9746-dc9b7c531f60,Miami,952877.0,2206.0,5.0,,,True,True,Third,2023-08-01,Renovated,John Johnson,,,
27fadbd0-438d-4095-b0cb-1b833e3017fe,,,,,,8.0,True,True,Penthouse,2024-06-07,,Beth Schmidt,,001-914-288-8093x1784,
ac07335e-6dd6-437e-aa3a-b6ccaaa7b279,New York,,1490.0,3.0,1.0,,,True,First,2020-12-27,Renovated,Mary Ramirez,amandathomas@example.com,751-317-0360x9131,False
70c67578-9369-4cfc-a2e1-c69e850cdb96,San Francisco,764564.0,,4.0,,2.0,False,,,2021-12-16,Old,William Allen,warrenmelissa@example.com,,False
cbc014b0-e03f-40a8-b7e8-4f2b557811a9,San Francisco,,,1.0,4.0,9.0,True,False,Second,2023-01-20,,Mr. Dennis Bradford,,001-759-659-9223x906,True
47bbc41d-e55d-4acb-b9bb-0b753dced293,San Francisco,,3904.0,,,,True,False,First,2022-10-21,Renovated,Gregory Doyle,john84@example.com,222.220.1156x4740,True
04edd596-2af8-442d-b6df-923ebc9c243e,Austin,815096.0,2752.0,3.0,1.0,,False,False,Second,2021-10-19,New,Cody Weiss,dakota04@example.net,666-545-6666x1444,
a78bc8ed-53f1-49fc-adde-2a9c76027dbf,Houston,,1358.0,4.0,2.0,,False,,Penthouse,2023-02-07,Renovated,Kimberly Nguyen,aanderson@example.org,001-733-813-2195,
690bb5c9-3771-48a8-9e88-a41f9e10e0c5,,,,,1.0,4.0,,True,Ground,2022-03-06,Old,Jennifer Fletcher,jasminehammond@example.net,(426)696-3522,False
d00f6251-5f0a-49e4-9d6f-3f52094187f1,Chicago,368987.0,,4.0,1.0,8.0,,False,First,2020-07-17,Needs Renovation,Sarah Cameron,howellstephanie@example.net,797.480.1426x840,False
7538dabc-78e9-4e00-abd1-340031d55339,,,,,2.0,,,True,First,2023-08-16,Old,Anna Maxwell,jcannon@example.net,+1-698-226-1693,True
0861184b-4292-4aa8-9c40-104279d62ce1,San Francisco,682813.0,2451.0,2.0,1.0,,True,True,First,2020-03-22,New,Ricardo Payne,timothymoore@example.org,233-698-7337x4293,
d3f980fe-8f69-449c-a28f-2f796fb7829c,Dallas,529277.0,3937.0,3.0,,,True,,Second,2020-04-14,New,Scott Daniel,pgraham@example.org,485.344.9502x648,False
92b6d114-4749-4d06-9103-6d8b1186853b,Los Angeles,319934.0,2365.0,5.0,,5.0,,True,Third,2021-11-29,New,Susan Williams,christy07@example.com,236-240-5797x8390,True
e8103ab6-4c2b-45f2-b62d-766a31029241,Los Angeles,,,,,,True,False,Ground,2020-04-08,New,Melinda Carter,kristin03@example.org,899-975-9068,False
54e00a5b-ba70-4964-a567-d06eeb7b5ee6,Seattle,918096.0,,,4.0,8.0,False,False,Penthouse,2020-11-06,Needs Renovation,James Brewer,joseph85@example.net,001-252-576-2217x2070,False
e4fc95b4-2c4d-48ad-8cb5-73087fce6bcf,Dallas,,,,4.0,,True,True,Third,2024-04-22,New,Robert Dyer,wolfsteven@example.org,+1-870-640-5062x062,
8decbe8c-f85b-4dec-ac26-c93416f50d80,Miami,700385.0,,5.0,3.0,5.0,True,False,Second,2020-07-13,,Anita Jackson,ashley12@example.com,5122629625,
26574d1e-9054-49c3-a97a-73ea2d91b11b,Los Angeles,,1297.0,4.0,3.0,5.0,False,True,Third,2022-03-31,Needs Renovation,Andrew Williams,patriciabullock@example.net,(704)815-8304,True
ba356ce3-ea17-4ed6-addc-00f12970807f,Houston,,3825.0,,,6.0,True,True,First,2023-03-12,Old,Jose Black,mitchelllisa@example.org,001-415-681-5498x1005,
af2fba55-4b65-40d3-a983-6293fddfeaf6,Chicago,,1821.0,1.0,,,True,,Ground,2023-06-02,,Richard Buchanan,ochoabrian@example.com,001-596-937-2959x91893,
c0eb86c6-1095-471f-a551-f47e4838c54e,Boston,562991.0,696.0,,,10.0,,True,Third,2024-02-22,Old,Daniel Marsh,michaelrodriguez@example.com,(682)960-5367,True
3909ded3-3a5e-4e06-b1a4-fcd11ba04ff9,Boston,,,5.0,1.0,5.0,,,,2021-12-29,Needs Renovation,William Lawson,podonnell@example.net,001-358-304-6319,
61371f84-1028-40ec-b2d8-806e7ee23eb4,,953186.0,1455.0,,1.0,2.0,,False,Second,2021-12-17,,Lorraine Kaufman,christopher79@example.org,4845001943,
11a63b88-711d-431e-bca1-f31f5ca7d79a,Austin,144992.0,,2.0,,,,True,,2023-07-05,New,Brandon Armstrong,mryan@example.net,001-886-711-4561x4128,
efe08634-1816-4f58-8962-5e77d4d290f2,Seattle,,,,4.0,8.0,False,False,Second,2021-01-01,,Devin Smith,anthony61@example.org,804-972-3479x447,True
5637ddcc-5a81-4849-abd8-c305f746dd33,Los Angeles,,3920.0,,3.0,2.0,,,Second,2023-09-04,Needs Renovation,Nathan Huang,davidnash@example.com,239.630.3774x48510,
e01533cd-fcb5-47a5-ae58-0026e1c5b66e,Austin,579990.0,3945.0,4.0,2.0,,,False,First,2021-12-07,Old,Michelle Wong,lgarcia@example.com,214.468.2299x118,True
9bf9c404-9846-48dc-b6cd-4abf4ba83c47,Los Angeles,,1970.0,,,9.0,False,False,,2022-07-26,,Tracy Dudley,emma00@example.net,(573)252-4719x4528,
7ed6f70a-1b27-4b49-9ba3-ede433f4e348,San Francisco,661290.0,2516.0,,1.0,,True,,First,2023-03-18,Renovated,Benjamin Wright,butlerheather@example.com,+1-363-959-2376x513,True
88f9dcff-b8ba-4562-87eb-f6602cb7608b,Boston,,1992.0,1.0,,,False,,Ground,2024-02-16,New,Makayla Barton,henryacosta@example.net,628.866.2220,
0f511b55-0e39-4bdf-8b5f-cf40b3f957ae,San Francisco,,,,4.0,,,False,Ground,2022-12-13,Needs Renovation,Ryan Garrett,,(636)703-8623x74128,True
b5655dd3-20ad-4b9b-a84f-cc7ec94ddcc5,Seattle,899296.0,,4.0,,3.0,,,,2022-07-24,New,Edward Riley,kramernichole@example.org,(922)452-1711x2616,False
f6596fc7-e5ed-42c9-9754-033cf76d6057,Los Angeles,,,,,7.0,,,,2021-07-15,,Tony Williams,charlessanchez@example.net,4972489485,False
af1d9bcd-a8c1-44ec-b04c-b787ab94b462,Los Angeles,,,4.0,3.0,10.0,,True,,2024-01-13,Old,Danielle Rodriguez,,,False
403a5df7-edac-49b0-b67a-621a215d242e,San Francisco,942669.0,,,4.0,6.0,True,,Penthouse,2024-11-18,,James Allen,janet45@example.com,+1-625-504-2952x011,
00c457dd-8736-4894-aa49-c4d7387cdef8,,578513.0,,1.0,,,,True,,2020-07-28,Renovated,Amy Jensen,,633.462.8527x384,
1c26c4cd-4f99-45b6-b079-bfb6b0ae188d,,328490.0,2225.0,4.0,3.0,,,,Second,2022-01-19,Needs Renovation,Brian Vaughn,chavezdonna@example.com,(755)701-6137x90668,
75a8fc71-d9c1-48d2-b9a6-4faded65b4e0,Dallas,957135.0,,,,,,,Third,2023-11-20,New,Margaret Watson,,334-494-8335x7399,
c3237ba7-73ca-4d90-84c2-0c26c9041ca1,Boston,,2322.0,2.0,,,True,False,First,2020-04-18,,Stephanie Cooper,bthompson@example.net,(283)888-5377x72919,False
c3aa32ad-6a44-4c96-b1fc-0a0428d880e2,Boston,370103.0,,,1.0,6.0,,False,Ground,2022-06-29,New,Amy Weeks,russellgeorge@example.org,5338072992,False
bb2893db-383d-49bb-90dd-1f5b372e60ee,Boston,,1540.0,5.0,1.0,,,False,,2022-04-24,New,Barbara Davies,justin46@example.com,+1-505-502-2767,True
cb11c6c8-2444-4707-bbce-b3a28778cc30,Austin,,2687.0,3.0,4.0,,False,,Ground,2021-03-03,Renovated,Cheryl Williams,brenda27@example.com,(824)872-6359,False
5c438f3a-5c5c-41ac-a777-c38314b71ed5,Chicago,316366.0,,1.0,,,True,True,Third,2021-04-21,Old,Kelly Wade,walkerlaura@example.net,388-785-1306x2761,
270e2e7f-5bf4-443e-ba5c-d8d79d643eac,Houston,579560.0,2199.0,,,,,True,First,2020-09-04,New,Donald Finley,megan30@example.net,633.908.6405x50116,False
d9905179-4ce6-4b6b-b005-64e8078651a9,Los Angeles,,451.0,,2.0,,False,,Second,2024-10-23,,Joseph Moran,cory25@example.com,+1-671-238-3146x909,
3c9bdd34-616f-49cb-8a40-31ab5162c8e2,Boston,187258.0,,1.0,,,,True,,2022-03-09,Old,Rachel Garcia,ryanbrown@example.net,255.479.9878x15565,False
b91d4545-f095-4622-a524-b8755341b9ef,Miami,725588.0,,1.0,,2.0,True,False,Penthouse,2020-03-04,Needs Renovation,Jennifer Webb,barbarawilson@example.net,,True
f1d11cc4-b7de-4010-8d82-031731035b6e,New York,,2349.0,5.0,,2.0,True,,Second,2020-04-04,New,Mitchell Charles,escobarsusan@example.org,203-211-2684,True
65a43f19-c21b-429a-a630-40dfb9ea4e1e,Houston,,3262.0,1.0,,,False,True,Third,2020-06-29,Needs Renovation,Jesse Lewis,halldennis@example.com,845-478-4941,
bc2a1325-3d0f-407c-bdbc-d854c14ab910,Boston,467868.0,2676.0,5.0,3.0,,,,First,2021-04-23,Old,Mary Banks,chandlerallison@example.com,(482)290-2508,
e98643a5-5c76-4280-96fc-d116b5754ae8,Boston,388135.0,,,,,True,,First,2024-04-12,New,William Wright,ssteele@example.com,(991)795-3329,
7289b9a2-a18b-4def-bf97-43194930bbb1,San Francisco,,3526.0,4.0,2.0,,,False,Ground,2020-04-12,Old,John Wood,baileychristopher@example.org,001-661-223-3800x5974,
8a3eef77-b0b9-4a24-992f-4b7f54541fea,San Francisco,979813.0,,,,,False,,Third,2020-05-08,Renovated,Donald Taylor,wiseantonio@example.com,+1-399-937-8847,True
84e371e6-a63c-4e4d-a968-c3330a8f1620,Austin,,,5.0,,,True,True,Third,2020-07-23,Old,Javier Solomon,teresa31@example.net,+1-805-924-6743x3029,
823368b6-fc1b-42e6-a23f-8030f7b42427,Houston,,1224.0,,2.0,6.0,False,True,Penthouse,2023-02-07,Renovated,Barbara Baker,kimberlyolson@example.org,+1-582-891-6114x65948,False
6858a7af-a192-405c-8010-0478d75edce9,Miami,649524.0,1483.0,5.0,1.0,,False,False,,2022-09-21,,Charlene Dixon,dennismay@example.org,001-418-357-4153x600,False
69c49cce-7b87-4d43-877a-beb3ed0ef144,Houston,,,,,10.0,,True,First,2022-01-10,Renovated,Glenn Decker,melissalang@example.org,404-451-7196,True
1303b672-55da-4c4a-a25e-9f2416d6f331,Chicago,994597.0,760.0,,,9.0,,False,Penthouse,2020-05-22,Old,Kevin Brown,zunigakevin@example.org,+1-510-826-8757,
9e5c71f8-7d6c-4df2-980b-37d1c4eb8a18,Miami,490695.0,,,,,,False,First,2021-08-09,Old,John Robinson,williamsummers@example.net,3743366533,False
25c0e711-55ad-448a-8a6b-e4d67b8284a7,Miami,,,5.0,,,True,False,Ground,2020-06-28,Renovated,John Glover,welchchelsea@example.org,(845)410-7509x020,False
144957f4-26f1-4239-9878-98235f6407c7,Houston,,,,2.0,6.0,,,Penthouse,2021-04-05,Renovated,Lindsey Hudson,kochharold@example.com,,False
136e3d3b-cb94-4453-8d6f-82fbca40bf57,Boston,817723.0,,,1.0,7.0,False,True,First,2023-04-03,New,Charles Jackson,,,
c1f08f91-d192-4403-ad9d-e492daf0dd5d,,303721.0,2867.0,2.0,2.0,,False,False,,2024-02-05,Old,William Kirby,dennis35@example.com,556.822.3574x14444,False
fcd0697b-d444-454b-af17-825d1677a0c0,Boston,,1571.0,,,,True,False,Third,2020-01-25,New,Briana Hughes,rhaynes@example.com,001-284-645-8664x6146,
9ae410dd-4867-435d-af8e-8b98f0c39f06,Dallas,,3290.0,2.0,,3.0,,True,Third,2024-03-20,,John Garcia,georgecastaneda@example.net,743.304.9556x21148,False
5c909f33-9c2b-46f9-be7c-0bed7001b82a,Miami,710170.0,666.0,5.0,3.0,5.0,,True,Second,2024-05-25,New,Nicole Hernandez,stephaniemorris@example.com,001-592-463-3702x35110,True
05a77ab4-026f-4c7e-b18b-99c8931af828,Dallas,,3250.0,,,8.0,,,Penthouse,2022-05-03,,Andre Shelton,gamblesandra@example.com,682-711-3847,False
2738c1fd-9e02-4049-b280-4a7e9b8acf87,San Francisco,887101.0,3337.0,,,,True,,Ground,2020-03-14,,Angela Robinson,,001-985-811-3044,False
b95dea0a-97c3-43ee-891d-6ded2c59ea3c,,,,,3.0,,True,False,Penthouse,2020-04-10,Old,Brandy Garcia,brendan95@example.org,+1-707-338-0169,False
63a46872-0d59-4c2b-9f01-207980b3605a,Austin,842576.0,,4.0,2.0,,True,True,,2024-05-03,,Eric Baker,mckenziealicia@example.com,001-955-633-3504,False
d2351c3d-2c72-4335-85fc-28813042fc90,Austin,,,4.0,,,True,False,,2022-11-17,Renovated,Gwendolyn Taylor,markvaldez@example.com,001-778-398-6684x914,
a84e241b-33d1-4587-a561-2ef6b2f41a1c,Los Angeles,272563.0,1663.0,,,7.0,True,True,,2020-01-17,Old,Michael Merritt,kristenward@example.net,(258)651-2838x7037,False
160c1ce1-d3de-45ea-8ea0-9c3e8837b383,Miami,744217.0,,3.0,4.0,,,False,Ground,2021-05-17,New,Debra Conrad,,704.314.3494x5815,True
a0184273-12e5-4038-90d8-19748a159ba4,Austin,986228.0,2120.0,1.0,3.0,,False,False,,2020-03-18,,William Campbell,,+1-442-654-7454x3004,False
f7bb0a3b-0779-434f-80cc-72307e67679d,Miami,,,,,10.0,True,True,Penthouse,2022-08-07,Old,Amanda Jones,youngbrett@example.com,001-591-534-8924x71069,True
f33fa280-23af-4b36-8500-dc8222470024,,190183.0,2814.0,,1.0,,True,False,First,2021-01-17,Needs Renovation,Jeremy Myers,lambertkaylee@example.com,269.276.0495,True
464c3c9b-8c53-4a27-8d13-740a01b92c68,Austin,,,5.0,1.0,8.0,,False,Ground,2022-06-22,,Jasmine Ford,zoe82@example.net,(658)512-0963x56908,True
75e6b619-e5be-4c1b-9fae-4a50f3af2288,Los Angeles,341705.0,2548.0,,4.0,9.0,True,False,Ground,2024-11-28,Needs Renovation,Julie Leon,rangelelizabeth@example.com,671-553-3435,True
a9d79606-ae53-4a63-b188-e272381c8f06,Austin,,,5.0,3.0,9.0,False,,First,2022-02-26,,Dr. Richard Mason,,,False
dc5bbc7e-d9fd-472a-b0c6-f51355672082,Houston,822485.0,,,,3.0,True,True,First,2020-09-01,New,Shawn Brown,piercescott@example.com,,False
7173ba27-e5bf-44e2-b13e-802322bdea6e,Houston,963055.0,,5.0,4.0,3.0,False,False,First,2022-06-18,,Isaac Aguilar,kingjames@example.net,+1-945-909-2155x28110,
ed02bc2e-1890-4e5b-abbe-51c3985c6f5c,Los Angeles,,2284.0,,1.0,,True,False,Second,2021-09-22,Renovated,Vanessa Benitez,tkelley@example.net,896.326.0559x689,
a026e052-3377-4907-9bcb-d6ca81f86024,Austin,165343.0,2514.0,,,,False,True,First,2021-05-02,Needs Renovation,Karen Wright,littlechristine@example.net,,
dfbc5528-4899-4395-9ee9-ca4391037c8c,Seattle,895954.0,,,,3.0,,,Second,2021-08-16,,Nicole Martin,,,True
f34fa76e-b5ea-4088-8425-db9b1d925809,Chicago,,,,3.0,,,,First,2020-05-14,,Brittany Smith,robert88@example.net,234.553.4212x8878,False
fa6ff4e8-821e-47ca-bb13-26b82d75e41c,,471332.0,,5.0,1.0,,True,True,Second,2022-11-30,Needs Renovation,Laura Alvarado,huffmanjo@example.com,504.348.9114,True
2101bbf0-a870-4d1a-b832-9f8d51bf4304,Boston,,3919.0,,4.0,,False,True,Third,2021-05-13,,Cole Morgan,leejames@example.org,647.733.9810,False
483fe347-18d9-400c-895e-d6ca1f7fd122,Miami,,,5.0,,,False,,First,2024-04-10,,Amanda Hart,james57@example.net,705.809.1546,
f22084e2-cbdd-4570-9122-725ad79b0e44,Boston,,,,4.0,,False,,,2024-02-02,New,Kimberly Moore,jennifer22@example.org,525.580.2963,
f1e4d2c5-171c-4aed-ac4a-db4e715aec08,San Francisco,,,,1.0,,True,,Ground,2023-07-17,New,Steven Henry,david51@example.org,304.461.5166x85293,False
a99bf041-9814-412b-80db-0ffbe3afd6be,Los Angeles,,3874.0,,,4.0,False,,Ground,2023-11-26,,Jill Hudson,ldavis@example.com,(280)627-4976x20431,False
e33c6a05-93ce-474d-8914-23f8a42953b4,Seattle,876526.0,,2.0,3.0,,,False,,2022-07-28,,Barbara Carter,qcook@example.com,+1-380-568-5865x260,False
2db16002-739c-4e29-9a93-068e04eeae9a,Dallas,,,5.0,,,,,,2023-11-16,Needs Renovation,Rachel Swanson,francis74@example.org,754-201-5043,
c83948da-b51b-40bc-a4cb-3d1e4b0f7dfc,Houston,137482.0,525.0,,,,False,False,First,2021-05-26,Renovated,Joel Howard,alexishicks@example.com,(725)468-2943,True
e088f62f-7468-4161-bc66-c78b9be2a485,Houston,,,,,,,True,Ground,2024-10-17,New,Andrew Howard,justin73@example.com,596.829.8159,False
702c49e0-e126-40b5-8561-6cf5ebe0a9f2,Miami,236038.0,,4.0,,,,True,Penthouse,2020-03-24,Renovated,Angela Mann,padillabrooke@example.com,001-336-640-9431,
7ea3a244-3f61-43fd-802f-575e377893f9,Seattle,162846.0,1265.0,2.0,4.0,4.0,False,,,2023-03-25,New,Brian Cherry,jcarter@example.org,5792129842,False
