Name,Course,Department,Age,City,Hobby,Allowance,Salary of Parents
Nicholas Perez,Computer Science,Arts,20,Chicago,Reading,3617.6,44198.0
Crystal Mendoza,Psychology,Health,23,Houston,Traveling,2848.5,101872.0
Kyle Lin,Psychology,Engineering,23,Los Angeles,Traveling,2310.0,73508.0
Scott Kelly,Business Administration,Health,20,New York,Cooking,4382.0,74618.5
Michelle Johnson,Chemistry,Science,23,New York,Traveling,3260.0,95577.0
Edward Johnson,Law,Law,20,New York,Cooking,2367.5,98569.75
Tyler Wright,Computer Science,Health,18,Los Angeles,Gaming,1795.125,104555.25
Joseph Whitaker,Law,Health,22,Chicago,Cooking,2115.25,107548.0
Lee Jackson,Architecture,Law,23,San Francisco,Gaming,2435.375,90205.0
Debbie Black,Mathematics,Engineering,25,Boston,Music,2755.5,83330.0
Michael Watts,Chemistry,Science,25,San Francisco,Gaming,3075.625,68739.5
Jane Price,Architecture,Health,20,Chicago,Music,3395.75,54149.0
Robin Spencer,Computer Science,Science,23,Remote,Traveling,4036.0,59613.0
Sydney Fletcher,Electrical Engineering,Arts,23,Remote,Music,3444.0,138250.0
Deborah Molina,Mechanical Engineering,Arts,24,New York,Reading,3962.5,138990.8
Alyssa Rivera,Architecture,Science,18,Remote,Cooking,4481.0,139731.6
Heather Michael,Electrical Engineering,Law,22,Los Angeles,Gaming,1643.0,141213.2
Jennifer Cortez,Mechanical Engineering,Arts,21,San Francisco,Traveling,1555.0,113585.5
Denise Frey,Business Administration,Engineering,20,Boston,Traveling,1574.3333333333333,85217.0
Lauren Hanson,Electrical Engineering,Arts,19,Los Angeles,Reading,1632.3333333333333,120782.6
Robert Carter,Mathematics,Health,22,Chicago,Cooking,1651.6666666666667,103667.2
Bryan Brock,Physics,Engineering,23,New York,Cooking,1671.0,86551.79999999999
Jessica Murillo,Psychology,Science,21,New York,Gaming,4207.0,52321.0
George Hughes MD,Business Administration,Health,19,Los Angeles,Reading,4154.0,44789.0
Tara Santiago,Philosophy,Law,21,Boston,Gaming,3922.5,57906.0
Ryan Murray,Physics,Business,18,Boston,Traveling,3678.3333333333335,112624.0
Matthew Hoffman,Philosophy,Engineering,24,Chicago,Gaming,3653.0,81108.0
Jorge Parker,Mechanical Engineering,Health,20,Los Angeles,Reading,2584.0,88103.5
Lynn Anderson,Electrical Engineering,Law,19,Remote,Cooking,4335.0,137504.0
Amanda Cohen,Physics,Engineering,23,Chicago,Sports,3830.0,117459.5
Sean Wade PhD,Electrical Engineering,Arts,21,Remote,Sports,3325.0,97415.0
Calvin Gonzalez,Physics,Health,22,Boston,Cooking,2779.5,140926.0
Catherine Huynh,Information Technology,Business,18,Chicago,Gaming,2234.0,126029.75
Mrs. Charlene Smith,Computer Science,Engineering,18,Remote,Cooking,1465.0,111133.5
Elizabeth Hall,Architecture,Arts,22,New York,Traveling,2136.6666666666665,96237.25
Phillip Arias,Information Technology,Business,23,Boston,Sports,2808.333333333333,81341.0
Juan Chavez,Philosophy,Business,18,Chicago,Music,3124.6666666666665,45531.0
Mark Jones,Computer Science,Engineering,19,New York,Cooking,2947.0,82195.0
Jeffery Cervantes,Computer Science,Arts,18,Boston,Cooking,4804.0,112835.33333333331
Andrew Richardson,Architecture,Law,18,Remote,Music,4619.333333333333,93844.0
Isaiah Simon,Mechanical Engineering,Arts,23,Boston,Gaming,4527.0,122971.0
Dylan Fleming,Philosophy,Business,20,Los Angeles,Gaming,1152.0,144086.0
David Mills,Chemistry,Arts,18,Remote,Cooking,4416.0,53259.0
Craig Mercado,Law,Business,22,Boston,Music,3431.6666666666665,76394.33333333333
Kelly Chang,Information Technology,Engineering,23,Chicago,Gaming,2447.333333333333,99529.66666666666
Darryl Gonzales,Philosophy,Arts,25,San Francisco,Cooking,1463.0,122665.0
Mindy Bradford,Philosophy,Law,23,Remote,Music,1482.4,113629.0
Michael Bryant,Business Administration,Arts,18,Chicago,Gaming,1540.6,117018.75
Ronald Miller,Law,Health,19,San Francisco,Sports,1560.0,94202.5
Amber Green,Electrical Engineering,Science,18,Remote,Sports,4617.0,101070.66666666669
Joseph Hayes,Architecture,Health,22,New York,Gaming,4945.0,110200.33333333331
Jake Smith,Chemistry,Business,24,Chicago,Gaming,1323.0,119330.0
Victor Martinez,Business Administration,Health,19,Boston,Sports,2691.0,118666.5
Erica Carson,Computer Science,Science,21,Los Angeles,Music,4059.0,118003.0
Melvin Harvey,Physics,Engineering,21,Remote,Traveling,4069.6666666666665,39560.0
Justin Jimenez,Psychology,Health,18,Remote,Cooking,4196.333333333333,109829.0
Stacey Whitaker,Law,Health,19,San Francisco,Music,4323.0,147523.0
Kimberly Gutierrez,Nursing,Business,20,Remote,Music,4703.0,141414.0
Casey Forbes,Chemistry,Law,25,Boston,Cooking,3930.714285714286,97688.5
Taylor Johnson,Nursing,Health,20,Los Angeles,Traveling,2772.285714285714,114984.0
John Green,Business Administration,Business,19,San Francisco,Traveling,2000.0,67400.0
Renee Young,Law,Health,22,Chicago,Cooking,4104.0,108583.0
Heather Andrews,Mechanical Engineering,Business,20,Remote,Cooking,3269.0,95532.5
Justin Lloyd,Electrical Engineering,Arts,22,Los Angeles,Sports,4131.0,74439.4
Thomas Daniel,Information Technology,Health,21,Boston,Cooking,4193.0,66396.8
Mr. Michael Davila,Physics,Health,21,San Francisco,Sports,3036.333333333333,50311.6
Cindy Barr,Nursing,Law,23,Remote,Traveling,3208.0,60434.75
Melissa Adams,Electrical Engineering,Science,22,Houston,Music,3563.0,66490.0
Michelle Stone,Computer Science,Business,18,Chicago,Music,4273.0,53712.0
James Johnston,Mechanical Engineering,Engineering,19,Los Angeles,Reading,4143.0,77106.0
Patricia Patterson,Computer Science,Science,20,Remote,Reading,4078.0,66129.0
Christopher Weber,Architecture,Engineering,23,Boston,Gaming,4974.0,44175.0
Michael Willis,Architecture,Health,18,Houston,Sports,2026.0,33198.0
Laurie Ramirez,Architecture,Science,24,Houston,Reading,3445.5,106327.0
Kelly Howard,Physics,Law,22,San Francisco,Music,4056.0,141097.0
Jack Hodges,Law,Health,18,Chicago,Reading,3630.6666666666665,148051.0
Jennifer Mccann,Physics,Business,18,Boston,Gaming,3205.333333333333,93255.0
Terrance Leonard,Information Technology,Health,19,Los Angeles,Music,2780.0,38459.0
Mark Larsen,Business Administration,Science,19,Los Angeles,Sports,2446.6666666666665,115423.0
Cody Casey,Information Technology,Arts,21,Chicago,Traveling,2052.6666666666665,59390.0
Matthew Anderson,Physics,Arts,22,Remote,Gaming,2325.333333333333,82792.0
Candice Jackson,Law,Science,24,Los Angeles,Sports,2598.0,106194.0
Linda Moon,Computer Science,Business,22,Houston,Music,2787.5,90853.0
Derek Morgan,Architecture,Arts,20,Los Angeles,Cooking,2882.25,100185.0
Andrew Lin,Electrical Engineering,Health,23,San Francisco,Reading,1558.0,118849.0
John Pearson,Electrical Engineering,Law,22,San Francisco,Gaming,1726.0,87832.5
Teresa Adams,Chemistry,Health,18,Remote,Cooking,2040.0,47484.0
Michael Robbins,Physics,Engineering,21,Chicago,Music,2446.0,83963.0
Joseph Payne,Business Administration,Engineering,24,San Francisco,Music,1831.5,46770.0
John Harris,Computer Science,Law,21,Chicago,Cooking,1000.0,105439.0
Kristie Walker DVM,Physics,Law,25,Los Angeles,Gaming,1068.0,91871.0
James Graves,Law,Arts,23,San Francisco,Sports,1262.8333333333333,54448.0
Ryan Lynch,Architecture,Health,25,Los Angeles,Gaming,1652.5,88923.0
Barbara Gamble,Information Technology,Engineering,19,San Francisco,Sports,1847.3333333333333,115093.5
Eric Macias,Computer Science,Engineering,19,Boston,Traveling,2237.0,128045.0
Samuel Hampton,Psychology,Arts,21,San Francisco,Cooking,2895.0,111688.0
Kelly Jones,Nursing,Science,21,Remote,Sports,4211.0,57308.0
Shannon Gonzalez,Biology,Arts,18,San Francisco,Reading,4814.0,133238.0
John Carter,Information Technology,Arts,25,Houston,Sports,2937.0,135973.33333333334
Christine Gordon,Law,Science,18,Boston,Traveling,3997.0,131685.0
Alexander Hernandez,Philosophy,Business,24,New York,Gaming,3816.0,136375.0
Ms. Rebecca Henderson,Law,Law,24,San Francisco,Music,4167.666666666667,61433.0
Alyssa Callahan,Business Administration,Business,20,Los Angeles,Cooking,2563.5,108701.5
Roger Dudley,Psychology,Engineering,20,San Francisco,Cooking,3269.0,97898.0
Mary Gilbert,Physics,Business,20,New York,Gaming,1565.0,101006.0
Cassandra Bell,Chemistry,Law,24,Los Angeles,Reading,1666.0,104114.0
Juan Paul,Business Administration,Business,24,Los Angeles,Music,4881.0,56314.0
Stephen Webb,Business Administration,Science,18,Boston,Reading,2538.0,62638.0
Mary Green,Architecture,Engineering,22,Chicago,Sports,3505.0,59892.66666666666
Christina Duran,Architecture,Health,25,Chicago,Cooking,3988.5,58520.0
Tiffany Cannon,Electrical Engineering,Business,22,New York,Sports,3103.5,91311.0
Justin Reeves,Electrical Engineering,Business,22,Los Angeles,Reading,4769.0,67920.0
Jose Brown,Information Technology,Business,18,Los Angeles,Music,1642.0,119079.0
Christopher Brown,Mechanical Engineering,Arts,24,Houston,Reading,2300.0,115400.5
Kevin Johnson,Electrical Engineering,Health,20,San Francisco,Gaming,2958.0,111722.0
Dr. Elaine Rowland MD,Philosophy,Engineering,18,New York,Traveling,2421.0,108043.5
Daniel Thompson,Biology,Business,18,Los Angeles,Music,1952.0,97008.0
April Bradley,Business Administration,Health,25,San Francisco,Gaming,3045.0,130626.0
Jessica Fernandez,Business Administration,Arts,21,Los Angeles,Reading,2276.0,72745.0
Ms. Stephanie Wade,Business Administration,Business,22,Boston,Music,3009.0,81981.0
Roy Hansen,Mechanical Engineering,Science,22,Remote,Sports,1057.0,96202.0
Dennis Nelson,Law,Business,19,Boston,Sports,4626.0,139872.0
Stacey Barrett,Business Administration,Science,25,New York,Sports,4797.0,92765.0
Jessica Singleton,Business Administration,Engineering,20,San Francisco,Music,3033.0,57089.0
Michael Lewis,Computer Science,Engineering,24,San Francisco,Gaming,3429.25,94834.0
Cassandra Wise,Business Administration,Arts,21,New York,Traveling,3825.5,132579.0
Nathaniel Welch,Biology,Health,18,New York,Reading,4618.0,67537.0
Traci Terrell,Law,Law,25,Remote,Reading,2312.0,35448.0
Billy Smith,Electrical Engineering,Law,23,Los Angeles,Traveling,1991.0,115410.0
Jessica Skinner,Philosophy,Business,23,Chicago,Cooking,3118.5,98722.6
Caleb Thornton,Architecture,Health,20,San Francisco,Reading,1044.0,65347.8
Jessica Anderson,Mechanical Engineering,Law,22,Los Angeles,Cooking,2236.0,31973.0
Linda Conley,Physics,Science,20,Houston,Traveling,2263.5,52872.33333333333
Samuel Martinez,Law,Law,20,Los Angeles,Gaming,2291.0,73771.66666666666
Mary Sharp,Architecture,Engineering,24,Remote,Sports,1940.0,102243.83333333331
Brandon Martin,Mathematics,Engineering,21,Boston,Music,1589.0,117389.5
Kristen Horne,Mechanical Engineering,Law,20,Los Angeles,Traveling,1759.2,124962.33333333331
John Hunt,Electrical Engineering,Business,19,Boston,Traveling,2099.6,140108.0
Michael Bradshaw,Mechanical Engineering,Engineering,25,Los Angeles,Reading,3000.6666666666665,43868.0
Christopher Myers,Mathematics,Engineering,24,Los Angeles,Traveling,3983.0,132148.5
Lindsay Robinson,Philosophy,Engineering,18,Houston,Gaming,4950.0,51730.0
Christopher Bird MD,Architecture,Law,24,New York,Traveling,1114.0,73233.0
Jordan Morales,Chemistry,Business,25,Chicago,Gaming,1078.0,120329.0
Joseph Marsh,Mechanical Engineering,Law,25,New York,Gaming,4491.0,146204.0
James Pittman,Psychology,Arts,22,Houston,Music,4335.5,121803.0
Rose Campos,Law,Health,20,Boston,Gaming,4024.5,115447.0
Ashley Wright,Mathematics,Arts,21,Houston,Sports,3869.0,112269.0
Shelly Underwood,Chemistry,Arts,23,Remote,Music,3713.5,109091.0
Thomas Wilson,Law,Business,23,Houston,Cooking,3558.0,124418.0
Connie Perry,Computer Science,Science,20,Chicago,Music,3028.5,45602.0
Carol Hood,Psychology,Arts,23,San Francisco,Music,2499.0,56167.0
Richard Crosby,Biology,Law,19,Los Angeles,Reading,2387.5,118864.0
Tonya Patton,Philosophy,Law,25,New York,Traveling,4368.666666666667,90725.0
Matthew Brown,Information Technology,Business,20,Houston,Gaming,2903.0,138672.0
Carrie Walker,Law,Law,22,New York,Music,2378.0,93522.5
Mr. Timothy Jones DDS,Business Administration,Law,25,Remote,Sports,3220.5,48373.0
Erika Daniels,Business Administration,Arts,25,Boston,Reading,3851.0,96277.0
Debra Edwards,Architecture,Engineering,23,Chicago,Cooking,3376.0,127514.33333333331
Karen Henry,Law,Health,25,San Francisco,Reading,4248.0,49600.0
Bobby Cruz,Mechanical Engineering,Business,25,Chicago,Reading,3149.0,68282.0
Taylor Phillips,Law,Engineering,22,San Francisco,Traveling,3521.0,44737.0
Sandra Thomas,Mechanical Engineering,Business,19,Remote,Gaming,3893.0,85141.0
Erin Johnson,Chemistry,Engineering,20,Chicago,Reading,4254.0,78994.0
Sara Vargas,Mechanical Engineering,Business,22,Boston,Sports,3769.6666666666665,66700.0
Jay Barr,Physics,Health,22,New York,Reading,4123.333333333333,38175.0
Sheila Hall,Electrical Engineering,Health,24,Remote,Music,4477.0,145485.0
James Burns,Philosophy,Arts,19,New York,Traveling,3195.0,140234.8
Dr. Tracie Crawford,Physics,Arts,23,Houston,Reading,2125.0,134790.6
Jeffrey Cruz,Information Technology,Health,25,Los Angeles,Reading,3946.0,123902.2
Ian Wright,Philosophy,Health,19,San Francisco,Sports,2583.0,41957.0
Sara Davenport,Philosophy,Business,19,Los Angeles,Traveling,1831.0,37602.5
Anthony Ramirez,Business Administration,Business,24,Los Angeles,Reading,3000.5,33248.0
Stephen Williamson,Mechanical Engineering,Health,25,San Francisco,Sports,3715.8333333333335,32074.666666666668
Taylor Brooks,Computer Science,Business,24,Houston,Gaming,2807.5,53305.0
Mary Swanson,Mechanical Engineering,Engineering,24,San Francisco,Traveling,2353.333333333333,78251.0
Willie Schmidt,Law,Health,18,San Francisco,Gaming,1899.1666666666663,102524.0
Kimberly Dickerson,Computer Science,Business,25,Remote,Cooking,1334.0,88688.0
Dawn Hamilton,Architecture,Business,23,Boston,Cooking,1512.0,122383.0
Stephen Robinson,Psychology,Law,18,Los Angeles,Sports,2046.0,93189.33333333331
Erica Romero,Mathematics,Engineering,19,Chicago,Gaming,3494.0,132264.0
Paula Delgado,Chemistry,Health,24,Los Angeles,Reading,4861.0,107524.5
Robert James,Computer Science,Science,21,Los Angeles,Music,2177.0,115287.0
Holly Perez,Information Technology,Business,22,Chicago,Reading,2209.5,147789.0
Audrey Hammond,Nursing,Arts,20,New York,Gaming,2274.5,137629.0
Cory Soto,Biology,Law,23,Los Angeles,Cooking,4800.0,127469.0
Alex Davidson,Biology,Business,21,Remote,Sports,4174.0,127361.0
Julie Hess,Electrical Engineering,Science,20,Boston,Sports,3548.0,47066.0
Lori Jones,Chemistry,Arts,23,Boston,Gaming,2676.0,71398.0
Katelyn Smith,Computer Science,Health,19,Chicago,Reading,3434.0,67918.16666666667
Deborah Ramsey,Psychology,Business,22,New York,Music,1222.0,60958.5
Sheila Ward,Mathematics,Business,18,Houston,Music,1635.5,57478.66666666666
Trevor Phelps,Mechanical Engineering,Arts,23,Chicago,Reading,2697.0,83702.0
Alexandria James,Business Administration,Business,23,Los Angeles,Cooking,3021.0,144945.0
Dr. Norman Hobbs DDS,Mathematics,Engineering,21,Chicago,Sports,3345.0,134780.0
Ryan Cameron,Mathematics,Law,20,Chicago,Reading,3669.0,84766.5
Robert Kemp,Architecture,Science,19,Boston,Reading,2477.0,34753.0
Kristin Burton,Law,Science,23,Houston,Gaming,2654.5,40233.66666666666
Brian Burton,Architecture,Law,19,Houston,Gaming,1140.0,42974.0
Elizabeth Sanchez,Information Technology,Business,21,Los Angeles,Gaming,1962.0,127051.0
Jason Carson,Mathematics,Arts,22,Boston,Reading,2182.0,142788.0
James Webster,Philosophy,Arts,23,Houston,Traveling,2402.0,131020.75
Andrea Newman,Mechanical Engineering,Law,22,Boston,Reading,1730.0,107486.25
Debra Brooks,Philosophy,Engineering,24,Houston,Traveling,4600.0,95719.0
James Johnson,Philosophy,Law,24,Houston,Music,4632.8,101272.33333333331
Jennifer Brown,Chemistry,Engineering,21,New York,Gaming,4665.6,106825.66666666669
Eric Smith,Mathematics,Health,23,Boston,Sports,4764.0,54183.0
Michelle Holmes,Computer Science,Business,22,New York,Traveling,3871.0,50358.0
Bradley Robinson,Physics,Engineering,21,Chicago,Gaming,1766.0,42708.0
Travis Nguyen,Psychology,Arts,25,Chicago,Music,1349.0,52944.0
Rachel Stewart,Psychology,Arts,18,Los Angeles,Cooking,1728.0,67005.0
Janet Rice,Psychology,Law,21,New York,Sports,2107.0,68932.0
Walter Johnson,Electrical Engineering,Law,25,Remote,Gaming,2567.5,89734.33333333333
Tina Suarez,Computer Science,Health,25,Remote,Cooking,3028.0,110536.66666666666
Lisa Mercado,Mechanical Engineering,Engineering,23,Boston,Traveling,2534.6666666666665,111264.33333333331
Jennifer Mills,Philosophy,Science,20,New York,Gaming,2041.3333333333333,71115.0
Richard Dixon,Computer Science,Engineering,25,Boston,Reading,1794.6666666666667,92255.0
Elizabeth Wolf,Computer Science,Law,20,Boston,Reading,1548.0,113395.0
Shawn Mckee,Biology,Engineering,25,Remote,Music,1186.0,146263.0
Alicia Rose,Psychology,Business,18,Los Angeles,Traveling,1677.5,58457.0
Robert Fuller,Architecture,Health,18,San Francisco,Cooking,2169.0,86287.66666666667
Beverly Edwards,Computer Science,Science,22,Los Angeles,Gaming,1772.0,114118.33333333334
Kimberly Rios,Mathematics,Law,19,Boston,Reading,4640.4,66822.5
Paul Becker,Chemistry,Science,20,Houston,Cooking,4768.2,68284.0
Jennifer Snyder,Chemistry,Law,21,New York,Cooking,1868.428571428572,79383.0
Steven Kennedy,Psychology,Science,19,New York,Reading,1996.857142857143,83082.66666666667
Kimberly Hanson,Computer Science,Health,19,Boston,Sports,2382.142857142857,104128.5
Kristin Case,Physics,Arts,18,Chicago,Reading,2510.5714285714284,117775.0
Philip Whitaker,Psychology,Engineering,25,New York,Music,2203.0,146275.0
Paula Keller,Chemistry,Engineering,23,New York,Traveling,2326.0,146827.0
Jennifer Whitaker,Biology,Science,19,Remote,Sports,2572.0,90453.0
Michael Thomas,Business Administration,Health,25,Boston,Sports,2238.75,88966.5
Jenna Diaz,Mathematics,Science,20,Los Angeles,Gaming,3862.0,147562.0
Bradley May,Biology,Arts,22,Los Angeles,Traveling,3298.0,146597.0
Jennifer Jones,Mathematics,Business,22,Houston,Reading,2379.0,145632.0
Christine Anderson,Computer Science,Law,22,Houston,Reading,1906.0,139631.0
Samantha Blake,Nursing,Engineering,20,Remote,Gaming,4786.0,72276.0
Courtney Richardson,Business Administration,Law,23,Chicago,Reading,2379.0,100056.0
Nicholas Landry,Physics,Health,23,Houston,Music,2335.0,116965.0
Mrs. Desiree Jones DVM,Information Technology,Science,19,Remote,Music,3520.0,103820.0
Martha Fuller,Law,Business,19,Boston,Gaming,4705.0,90675.0
Matthew Dudley,Chemistry,Health,24,Los Angeles,Reading,2472.0,64385.0
Zachary Edwards,Business Administration,Health,19,San Francisco,Gaming,3345.5,113133.0
Margaret Jones,Mechanical Engineering,Arts,18,Los Angeles,Music,4219.0,106853.6
Jason Lynn,Electrical Engineering,Engineering,20,Boston,Cooking,3820.0,100574.2
Jessica Case,Business Administration,Health,20,New York,Sports,1265.0,88015.4
William Walters,Mechanical Engineering,Law,22,San Francisco,Sports,3708.0,81736.0
Larry Ho,Business Administration,Engineering,18,Chicago,Traveling,4088.0,71424.0
Angel Mullen,Computer Science,Law,23,Chicago,Traveling,2704.0,103267.0
Tamara Oliver,Physics,Health,23,Los Angeles,Traveling,2012.0,79441.5
Kathleen Davidson,Biology,Science,25,San Francisco,Traveling,1320.0,55616.0
David Andrade,Philosophy,Engineering,18,Houston,Cooking,2401.0,54581.71428571428
Laura Strong,Nursing,Engineering,24,Chicago,Traveling,3740.0,53547.42857142857
Diane Macias,Mathematics,Business,19,Boston,Gaming,1837.0,52513.142857142855
Derrick Donaldson,Biology,Engineering,22,Los Angeles,Music,2267.25,51478.857142857145
Michelle Rodriguez,Chemistry,Health,21,Houston,Music,2697.5,50444.57142857143
Sarah Fisher,Physics,Arts,24,Remote,Gaming,3127.75,49410.28571428572
Sara Brown,Chemistry,Science,23,Los Angeles,Reading,3558.0,48376.0
Kimberly Gonzalez,Architecture,Law,21,Boston,Gaming,4151.0,62367.6
Albert Richardson,Architecture,Arts,18,San Francisco,Reading,3117.0,69363.4
Laura Smith,Chemistry,Engineering,19,Boston,Cooking,2981.0,76359.2
Bradley Williams,Information Technology,Health,19,Remote,Music,1453.0,62627.0
Mary Acevedo,Physics,Science,24,San Francisco,Gaming,3018.333333333333,73465.0
Melanie Gonzalez,Mechanical Engineering,Business,21,New York,Gaming,2509.0,117827.0
Daniel Patterson DVM,Physics,Engineering,18,Los Angeles,Cooking,2655.0,135039.0
Lorraine Dominguez,Nursing,Arts,21,Chicago,Reading,3129.0,131002.5
Melanie Kennedy,Law,Health,24,Houston,Sports,4937.0,126966.0
Larry Lee,Mechanical Engineering,Engineering,20,Chicago,Gaming,2744.0,100402.0
Jenna Rose,Biology,Engineering,24,New York,Traveling,3366.0,102091.6
Michael Patterson,Mechanical Engineering,Engineering,20,New York,Gaming,2535.0,103781.2
Mrs. Ann Williams MD,Business Administration,Arts,19,Boston,Music,3278.0,107160.4
Taylor Shaffer,Information Technology,Arts,25,Houston,Reading,1430.0,108850.0
Heather Murray,Law,Business,18,Chicago,Sports,3700.0,50010.0
Stephanie Graham,Psychology,Business,24,Houston,Music,4540.666666666667,51078.57142857143
Jennifer Mendoza,Nursing,Law,23,Los Angeles,Cooking,4961.0,51612.857142857145
Michele Johns,Law,Health,20,Boston,Cooking,1252.0,52147.142857142855
Christine Rogers,Philosophy,Science,19,Remote,Gaming,1832.0,52681.42857142857
Shannon Brown,Information Technology,Law,21,Chicago,Music,2412.0,53215.71428571429
Jeanette Hopkins,Architecture,Business,24,San Francisco,Music,1357.0,69474.5
Sandra Thompson,Biology,Business,20,Los Angeles,Sports,3834.6666666666665,83880.42857142857
Tammy Williams,Computer Science,Law,22,Los Angeles,Reading,4411.333333333333,82561.85714285714
Matthew Sherman,Electrical Engineering,Health,24,Houston,Music,4988.0,81243.28571428571
Aaron Keith,Electrical Engineering,Engineering,20,Houston,Music,3165.0,79924.71428571429
Erika Brooks,Business Administration,Science,24,Houston,Cooking,1799.0,75969.0
Richard Jensen,Nursing,Arts,22,Houston,Music,2508.0,101544.0
Brittney Horton,Information Technology,Arts,25,Remote,Music,3926.0,95682.33333333331
Kevin Dickerson,Chemistry,Arts,22,San Francisco,Traveling,3276.4,135867.0
Austin Miller,Computer Science,Business,18,San Francisco,Traveling,2951.6,125088.5
Megan Vasquez,Mathematics,Health,19,Chicago,Cooking,2626.8,114310.0
Christopher Hobbs,Nursing,Science,22,Los Angeles,Traveling,2302.0,103531.5
James Perry,Chemistry,Science,19,Houston,Traveling,2672.0,92753.0
Kyle Wallace,Electrical Engineering,Engineering,19,Boston,Music,3205.5,96392.25
Rachel Gill,Psychology,Law,23,San Francisco,Gaming,3739.0,100031.5
Charles Rich,Business Administration,Engineering,20,Los Angeles,Gaming,4272.5,103670.75
Alexis Taylor,Information Technology,Science,22,Chicago,Traveling,3997.0,131273.0
Eric Mueller,Law,Health,24,San Francisco,Traveling,3553.0,87125.0
Karen Gill,Nursing,Law,18,Houston,Cooking,3109.0,42977.0
Todd Horn,Information Technology,Arts,25,San Francisco,Traveling,2221.0,97204.66666666669
Angie Williams,Electrical Engineering,Health,20,New York,Cooking,4708.0,78594.33333333334
Robert Williams,Philosophy,Law,19,Remote,Cooking,3779.0,51889.0
Lisa Perry,Biology,Science,18,San Francisco,Gaming,4880.0,48550.8
Jonathan Morales,Architecture,Health,24,Remote,Reading,2677.333333333333,41874.4
Rhonda Medina,Mechanical Engineering,Law,19,Houston,Traveling,2336.333333333333,35198.0
Emily Diaz,Physics,Health,19,Chicago,Traveling,3096.666666666667,58714.0
Kathy Williams,Biology,Law,21,Chicago,Gaming,3373.0,50634.0
Ronald Steele,Law,Health,22,Remote,Gaming,4545.0,131276.0
Jodi Willis,Physics,Arts,23,Houston,Gaming,3733.0,92628.0
Amber French,Architecture,Business,22,New York,Sports,3327.0,91562.0
Monique Rodgers,Electrical Engineering,Health,21,San Francisco,Sports,3022.0,119435.0
Benjamin Yang,Architecture,Law,23,Chicago,Traveling,3217.0,114369.66666666669
Jonathan Stevens,Mathematics,Health,20,Los Angeles,Sports,2747.0,104239.0
Pamela Ellis,Nursing,Business,24,San Francisco,Cooking,2512.0,112856.5
Melissa Daniels,Mathematics,Law,20,Remote,Reading,2277.0,121474.0
Kathy Green,Psychology,Law,20,Chicago,Traveling,1711.0,138709.0
James Mckay,Chemistry,Business,19,Boston,Reading,2753.0,141364.0
Dr. Tiffany Good MD,Philosophy,Engineering,25,Houston,Gaming,2151.0,35117.0
Steven Waters,Physics,Health,19,Boston,Gaming,4306.0,63756.5
John Patel,Biology,Arts,24,Los Angeles,Traveling,4261.0,92396.0
Julie Johnston,Business Administration,Law,25,Chicago,Music,1078.0,82537.0
Lauren Davis,Information Technology,Arts,24,San Francisco,Music,3925.0,72678.0
Rebecca Thomas,Physics,Engineering,23,Remote,Cooking,2384.5,52960.0
Dylan Bailey,Electrical Engineering,Engineering,24,Remote,Cooking,3806.0,68480.66666666666
Meredith Eaton,Mechanical Engineering,Science,21,Houston,Sports,3559.333333333333,103454.33333333331
Michael Valencia Jr.,Architecture,Science,18,Remote,Sports,3312.6666666666665,138428.0
Mr. Cody Chavez PhD,Mathematics,Health,18,San Francisco,Music,2884.0,141984.0
Erik Diaz,Chemistry,Engineering,22,San Francisco,Gaming,2523.25,38393.0
Steven Powell,Mechanical Engineering,Business,22,San Francisco,Reading,2403.0,34916.0
Stacey Fuller,Computer Science,Science,18,Los Angeles,Gaming,4283.0,148057.0
Donald Church,Nursing,Engineering,23,San Francisco,Music,2107.0,130256.0
Ronald Gross,Mechanical Engineering,Arts,23,Remote,Gaming,2667.0,135203.0
Kathleen Mcconnell,Law,Arts,25,New York,Sports,4338.25,113086.0
Tiffany Lee,Mechanical Engineering,Business,20,Los Angeles,Music,4458.5,104378.0
Laura Alvarez,Physics,Science,20,New York,Music,4518.625,74813.0
Jamie Bender,Architecture,Arts,19,Remote,Traveling,4578.75,45248.0
Valerie Riddle,Law,Science,25,Remote,Traveling,4638.875,91214.0
Jasmin Guerra,Information Technology,Law,24,Houston,Gaming,4699.0,85994.25
Jaime Carter,Mechanical Engineering,Health,19,New York,Music,1221.0,80774.5
Laura Oneill,Biology,Science,23,Boston,Cooking,1190.3333333333333,75554.75
Lacey Griffin,Mechanical Engineering,Law,24,Boston,Reading,1159.6666666666667,70335.0
David Allen,Business Administration,Engineering,24,Houston,Traveling,1129.0,53878.0
David Turner,Nursing,Law,24,San Francisco,Cooking,2542.0,63579.5
Yolanda Frost,Nursing,Science,25,Remote,Reading,3068.0,88263.0
Alexander Reyes MD,Law,Arts,18,Los Angeles,Reading,2960.0,103245.0
Suzanne Yates,Nursing,Arts,24,Remote,Cooking,3290.5,42793.0
Angie Brown,Mathematics,Business,24,Chicago,Music,4890.0,39155.0
Paul Nolan,Psychology,Science,23,San Francisco,Sports,4564.2,44374.5
Paula Spencer,Biology,Arts,23,New York,Traveling,4238.4,49594.0
Danny Williams,Computer Science,Business,23,Remote,Music,3912.6,54813.5
Micheal Kim,Chemistry,Engineering,18,Remote,Music,3586.8,60033.0
Clayton Haynes,Nursing,Law,21,Chicago,Cooking,3261.0,147539.0
